support,itemsets
0.16617429837518463,"frozenset({'x', 'e', 'f', 'b', 'c', 's', 'o', 'n'})"
0.16617429837518463,"frozenset({'x', 'e', 'b', 'c', 's', 'p', 'o', 'n'})"
0.1602658788774003,"frozenset({'x', 'e', 'b', 'c', 's', 'w', 'o', 'n'})"
0.16617429837518463,"frozenset({'x', 'e', 'f', 'b', 'c', 's', 'p', 'o', 'n'})"
0.1602658788774003,"frozenset({'x', 'e', 'f', 'b', 'c', 's', 'w', 'o', 'n'})"
0.1602658788774003,"frozenset({'x', 'e', 'b', 'c', 's', 'p', 'w', 'o', 'n'})"
0.1602658788774003,"frozenset({'x', 'e', 'f', 'b', 'c', 's', 'p', 'w', 'o', 'n'})"
0.24027572624322993,"frozenset({'x', 'e', 'b', 's', 'p'})"
0.24027572624322993,"frozenset({'x', 'e', 'f', 'b', 's'})"
0.2343673067454456,"frozenset({'x', 'e', 'b', 's', 'w'})"
0.2323978335795175,"frozenset({'x', 'e', 'b', 's', 'n'})"
0.2191038897095027,"frozenset({'x', 'e', 'b', 's', 'o'})"
0.24027572624322993,"frozenset({'x', 'e', 'f', 'b', 's', 'p'})"
0.2343673067454456,"frozenset({'x', 'e', 'f', 'b', 's', 'w'})"
0.2343673067454456,"frozenset({'x', 'e', 'b', 's', 'p', 'w'})"
0.2343673067454456,"frozenset({'x', 'e', 'f', 'b', 's', 'p', 'w'})"
0.2323978335795175,"frozenset({'x', 'e', 'f', 'b', 's', 'n'})"
0.2323978335795175,"frozenset({'x', 'e', 'b', 's', 'p', 'n'})"
0.22648941408173315,"frozenset({'x', 'e', 'b', 's', 'w', 'n'})"
0.2323978335795175,"frozenset({'x', 'e', 'f', 'b', 's', 'p', 'n'})"
0.22648941408173315,"frozenset({'x', 'e', 'f', 'b', 's', 'w', 'n'})"
0.22648941408173315,"frozenset({'x', 'e', 'b', 's', 'p', 'w', 'n'})"
0.22648941408173315,"frozenset({'x', 'e', 'f', 'b', 's', 'p', 'w', 'n'})"
0.2191038897095027,"frozenset({'x', 'e', 'f', 'b', 's', 'o'})"
0.2191038897095027,"frozenset({'x', 'e', 'b', 's', 'p', 'o'})"
0.21319547021171836,"frozenset({'x', 'e', 'b', 'o', 's', 'w'})"
0.21122599704579026,"frozenset({'x', 'e', 'b', 's', 'o', 'n'})"
0.2191038897095027,"frozenset({'x', 'e', 'f', 'b', 's', 'p', 'o'})"
0.21319547021171836,"frozenset({'x', 'e', 'b', 's', 'p', 'w', 'o'})"
0.21319547021171836,"frozenset({'x', 'e', 'f', 'b', 's', 'w', 'o'})"
0.21319547021171836,"frozenset({'x', 'e', 'f', 'b', 's', 'p', 'w', 'o'})"
0.21122599704579026,"frozenset({'x', 'e', 'b', 's', 'p', 'o', 'n'})"
0.21122599704579026,"frozenset({'x', 'e', 'f', 'b', 's', 'o', 'n'})"
0.20531757754800592,"frozenset({'x', 'e', 'b', 's', 'w', 'o', 'n'})"
0.21122599704579026,"frozenset({'x', 'e', 'f', 'b', 's', 'p', 'o', 'n'})"
0.20531757754800592,"frozenset({'x', 'e', 'b', 's', 'p', 'w', 'o', 'n'})"
0.20531757754800592,"frozenset({'x', 'e', 'f', 'b', 's', 'w', 'o', 'n'})"
0.20531757754800592,"frozenset({'x', 'e', 'f', 'b', 's', 'p', 'w', 'o', 'n'})"
0.33185622845888724,"frozenset({'f', 'x', 'e', 'b'})"
0.33185622845888724,"frozenset({'x', 'e', 'b', 'p'})"
0.3259478089611029,"frozenset({'x', 'e', 'w', 'b'})"
0.33185622845888724,"frozenset({'x', 'e', 'f', 'b', 'p'})"
0.3259478089611029,"frozenset({'x', 'e', 'f', 'b', 'w'})"
0.3259478089611029,"frozenset({'x', 'e', 'b', 'p', 'w'})"
0.3259478089611029,"frozenset({'x', 'e', 'f', 'b', 'p', 'w'})"
0.3293943870014771,"frozenset({'x', 't', 'w'})"
0.3293943870014771,"frozenset({'x', 't', 'p'})"
0.3293943870014771,"frozenset({'x', 't', 'f'})"
0.31954702117183653,"frozenset({'x', 't', 's'})"
0.3072378138847858,"frozenset({'x', 't', 'o'})"
0.30379123584441164,"frozenset({'x', 't', 'n'})"
0.26440177252584934,"frozenset({'x', 't', 'c'})"
0.23485967503692762,"frozenset({'e', 't', 'x'})"
0.31363860167405216,"frozenset({'x', 't', 'b'})"
0.3293943870014771,"frozenset({'x', 't', 'w', 'p'})"
0.3293943870014771,"frozenset({'x', 't', 'f', 'p'})"
0.3293943870014771,"frozenset({'x', 't', 'w', 'f'})"
0.3293943870014771,"frozenset({'x', 'f', 't', 'p', 'w'})"
0.31954702117183653,"frozenset({'x', 't', 'f', 's'})"
0.31954702117183653,"frozenset({'x', 't', 's', 'p'})"
0.31954702117183653,"frozenset({'x', 't', 'w', 's'})"
0.31954702117183653,"frozenset({'x', 'f', 't', 's', 'p'})"
0.31954702117183653,"frozenset({'x', 'f', 't', 's', 'w'})"
0.31954702117183653,"frozenset({'x', 't', 's', 'p', 'w'})"
0.31954702117183653,"frozenset({'x', 'f', 't', 's', 'p', 'w'})"
0.3072378138847858,"frozenset({'x', 't', 'o', 'f'})"
0.3072378138847858,"frozenset({'x', 't', 'o', 'p'})"
0.3072378138847858,"frozenset({'x', 'w', 't', 'o'})"
0.2983751846381093,"frozenset({'x', 't', 'o', 's'})"
0.2914820285573609,"frozenset({'x', 't', 'o', 'b'})"
0.3072378138847858,"frozenset({'x', 'f', 't', 'p', 'o'})"
0.3072378138847858,"frozenset({'x', 't', 'o', 'p', 'w'})"
0.3072378138847858,"frozenset({'x', 'f', 't', 'o', 'w'})"
0.3072378138847858,"frozenset({'x', 'f', 't', 'o', 'p', 'w'})"
0.2983751846381093,"frozenset({'x', 't', 'o', 's', 'w'})"
0.2983751846381093,"frozenset({'x', 't', 's', 'p', 'o'})"
0.2983751846381093,"frozenset({'x', 'f', 't', 's', 'o'})"
0.2983751846381093,"frozenset({'x', 't', 'o', 's', 'p', 'w'})"
0.2983751846381093,"frozenset({'x', 'f', 't', 'o', 's', 'w'})"
0.2983751846381093,"frozenset({'x', 'f', 't', 's', 'p', 'o'})"
0.2983751846381093,"frozenset({'x', 'f', 't', 's', 'p', 'w', 'o'})"
0.2914820285573609,"frozenset({'x', 'b', 't', 'o', 'w'})"
0.2914820285573609,"frozenset({'x', 'b', 't', 'p', 'o'})"
0.2914820285573609,"frozenset({'x', 'f', 'b', 't', 'o'})"
0.2826193993106844,"frozenset({'x', 'b', 't', 's', 'o'})"
0.2914820285573609,"frozenset({'x', 'b', 't', 'o', 'p', 'w'})"
0.2914820285573609,"frozenset({'x', 'f', 'b', 't', 'o', 'w'})"
0.2826193993106844,"frozenset({'x', 'b', 't', 'o', 's', 'w'})"
0.2914820285573609,"frozenset({'x', 'f', 'b', 't', 'p', 'o'})"
0.2826193993106844,"frozenset({'x', 'b', 't', 's', 'p', 'o'})"
0.2826193993106844,"frozenset({'x', 'f', 'b', 't', 's', 'o'})"
0.2914820285573609,"frozenset({'x', 'f', 'b', 't', 'p', 'w', 'o'})"
0.2826193993106844,"frozenset({'x', 'b', 't', 's', 'p', 'w', 'o'})"
0.2826193993106844,"frozenset({'x', 'f', 'b', 't', 's', 'w', 'o'})"
0.2826193993106844,"frozenset({'x', 'f', 'b', 't', 's', 'p', 'o'})"
0.2826193993106844,"frozenset({'x', 'f', 'b', 't', 's', 'p', 'w', 'o'})"
0.30379123584441164,"frozenset({'x', 't', 'f', 'n'})"
0.30379123584441164,"frozenset({'x', 't', 'p', 'n'})"
0.30379123584441164,"frozenset({'x', 't', 'w', 'n'})"
0.29394387001477107,"frozenset({'x', 't', 's', 'n'})"
0.2816346627277203,"frozenset({'x', 't', 'o', 'n'})"
0.2880354505169867,"frozenset({'x', 't', 'b', 'n'})"
0.30379123584441164,"frozenset({'x', 'f', 't', 'p', 'n'})"
0.30379123584441164,"frozenset({'x', 't', 'p', 'w', 'n'})"
0.30379123584441164,"frozenset({'x', 'f', 't', 'w', 'n'})"
0.30379123584441164,"frozenset({'x', 'f', 't', 'p', 'w', 'n'})"
0.29394387001477107,"frozenset({'x', 't', 's', 'w', 'n'})"
0.29394387001477107,"frozenset({'x', 't', 's', 'p', 'n'})"
0.29394387001477107,"frozenset({'x', 'f', 't', 's', 'n'})"
0.29394387001477107,"frozenset({'x', 't', 's', 'p', 'w', 'n'})"
0.29394387001477107,"frozenset({'x', 'f', 't', 's', 'w', 'n'})"
0.29394387001477107,"frozenset({'x', 'f', 't', 's', 'p', 'n'})"
0.29394387001477107,"frozenset({'x', 'f', 't', 's', 'p', 'w', 'n'})"
0.2816346627277203,"frozenset({'x', 't', 'o', 'w', 'n'})"
0.2816346627277203,"frozenset({'x', 't', 'p', 'o', 'n'})"
0.2816346627277203,"frozenset({'x', 'f', 't', 'o', 'n'})"
0.27277203348104384,"frozenset({'x', 't', 's', 'o', 'n'})"
0.2658788774002954,"frozenset({'x', 'b', 't', 'o', 'n'})"
0.2816346627277203,"frozenset({'x', 't', 'o', 'p', 'w', 'n'})"
0.2816346627277203,"frozenset({'x', 'f', 't', 'p', 'o', 'n'})"
0.2816346627277203,"frozenset({'x', 'f', 't', 'o', 'w', 'n'})"
0.2816346627277203,"frozenset({'x', 'f', 't', 'p', 'w', 'o', 'n'})"
0.27277203348104384,"frozenset({'x', 'f', 't', 's', 'o', 'n'})"
0.27277203348104384,"frozenset({'x', 't', 's', 'p', 'o', 'n'})"
0.27277203348104384,"frozenset({'x', 't', 'o', 's', 'w', 'n'})"
0.27277203348104384,"frozenset({'x', 'f', 't', 's', 'p', 'o', 'n'})"
0.27277203348104384,"frozenset({'x', 'f', 't', 's', 'w', 'o', 'n'})"
0.27277203348104384,"frozenset({'x', 't', 's', 'p', 'w', 'o', 'n'})"
0.27277203348104384,"frozenset({'x', 'f', 't', 's', 'p', 'w', 'o', 'n'})"
0.2658788774002954,"frozenset({'x', 'f', 'b', 't', 'o', 'n'})"
0.2658788774002954,"frozenset({'x', 'b', 't', 'p', 'o', 'n'})"
0.2658788774002954,"frozenset({'x', 'b', 't', 'o', 'w', 'n'})"
0.2570162481536189,"frozenset({'x', 'b', 't', 's', 'o', 'n'})"
0.2658788774002954,"frozenset({'x', 'f', 'b', 't', 'p', 'o', 'n'})"
0.2658788774002954,"frozenset({'x', 'f', 'b', 't', 'w', 'o', 'n'})"
0.2570162481536189,"frozenset({'x', 'f', 'b', 't', 's', 'o', 'n'})"
0.2658788774002954,"frozenset({'x', 'b', 't', 'p', 'w', 'o', 'n'})"
0.2570162481536189,"frozenset({'x', 'b', 't', 's', 'p', 'o', 'n'})"
0.2570162481536189,"frozenset({'x', 'b', 't', 's', 'w', 'o', 'n'})"
0.2658788774002954,"frozenset({'x', 'f', 'b', 't', 'p', 'w', 'o', 'n'})"
0.2570162481536189,"frozenset({'x', 'f', 'b', 't', 's', 'p', 'o', 'n'})"
0.2570162481536189,"frozenset({'x', 'f', 'b', 't', 's', 'w', 'o', 'n'})"
0.2570162481536189,"frozenset({'x', 'b', 't', 's', 'p', 'w', 'o', 'n'})"
0.2570162481536189,"frozenset({'x', 'f', 'b', 't', 's', 'p', 'w', 'o', 'n'})"
0.2880354505169867,"frozenset({'x', 'b', 't', 'w', 'n'})"
0.2880354505169867,"frozenset({'x', 'b', 't', 'p', 'n'})"
0.2880354505169867,"frozenset({'x', 'f', 'b', 't', 'n'})"
0.2781880846873461,"frozenset({'x', 'b', 't', 's', 'n'})"
0.2880354505169867,"frozenset({'x', 'b', 't', 'p', 'w', 'n'})"
0.2880354505169867,"frozenset({'x', 'f', 'b', 't', 'w', 'n'})"
0.2781880846873461,"frozenset({'x', 'b', 't', 's', 'w', 'n'})"
0.2880354505169867,"frozenset({'x', 'f', 'b', 't', 'p', 'n'})"
0.2781880846873461,"frozenset({'x', 'b', 't', 's', 'p', 'n'})"
0.2781880846873461,"frozenset({'x', 'f', 'b', 't', 's', 'n'})"
0.2880354505169867,"frozenset({'x', 'f', 'b', 't', 'p', 'w', 'n'})"
0.2781880846873461,"frozenset({'x', 'b', 't', 's', 'p', 'w', 'n'})"
0.2781880846873461,"frozenset({'x', 'f', 'b', 't', 's', 'w', 'n'})"
0.2781880846873461,"frozenset({'x', 'f', 'b', 't', 's', 'p', 'n'})"
0.2781880846873461,"frozenset({'x', 'f', 'b', 't', 's', 'p', 'w', 'n'})"
0.26440177252584934,"frozenset({'x', 't', 'f', 'c'})"
0.26440177252584934,"frozenset({'x', 't', 'c', 'p'})"
0.26440177252584934,"frozenset({'x', 't', 'w', 'c'})"
0.25824716888232396,"frozenset({'x', 't', 'c', 's'})"
0.25406203840472674,"frozenset({'x', 't', 'o', 'c'})"
0.23879862136878385,"frozenset({'x', 't', 'c', 'n'})"
0.24864598719842443,"frozenset({'x', 't', 'b', 'c'})"
0.26440177252584934,"frozenset({'x', 'f', 't', 'c', 'p'})"
0.26440177252584934,"frozenset({'x', 't', 'c', 'p', 'w'})"
0.26440177252584934,"frozenset({'x', 'f', 't', 'c', 'w'})"
0.26440177252584934,"frozenset({'x', 'f', 't', 'c', 'p', 'w'})"
0.25824716888232396,"frozenset({'x', 't', 'c', 's', 'w'})"
0.25824716888232396,"frozenset({'x', 't', 'c', 's', 'p'})"
0.25824716888232396,"frozenset({'x', 'f', 't', 'c', 's'})"
0.25824716888232396,"frozenset({'x', 't', 'c', 's', 'p', 'w'})"
0.25824716888232396,"frozenset({'x', 'f', 't', 'c', 's', 'w'})"
0.25824716888232396,"frozenset({'x', 'f', 't', 'c', 's', 'p'})"
0.25824716888232396,"frozenset({'x', 'f', 't', 'c', 's', 'p', 'w'})"
0.25406203840472674,"frozenset({'x', 't', 'c', 'o', 'w'})"
0.25406203840472674,"frozenset({'x', 't', 'c', 'p', 'o'})"
0.25406203840472674,"frozenset({'x', 'f', 't', 'c', 'o'})"
0.2481536189069424,"frozenset({'x', 't', 'c', 's', 'o'})"
0.25406203840472674,"frozenset({'x', 't', 'c', 'o', 'p', 'w'})"
0.25406203840472674,"frozenset({'x', 'f', 't', 'c', 'o', 'w'})"
0.2481536189069424,"frozenset({'x', 't', 'c', 'o', 's', 'w'})"
0.25406203840472674,"frozenset({'x', 'f', 't', 'c', 'p', 'o'})"
0.2481536189069424,"frozenset({'x', 't', 'c', 's', 'p', 'o'})"
0.2481536189069424,"frozenset({'x', 'f', 't', 'c', 's', 'o'})"
0.25406203840472674,"frozenset({'x', 'f', 't', 'c', 'p', 'w', 'o'})"
0.2481536189069424,"frozenset({'x', 't', 'c', 's', 'p', 'w', 'o'})"
0.2481536189069424,"frozenset({'x', 'f', 't', 'c', 's', 'w', 'o'})"
0.2481536189069424,"frozenset({'x', 'f', 't', 'c', 's', 'p', 'o'})"
0.2481536189069424,"frozenset({'x', 'f', 't', 'c', 's', 'p', 'w', 'o'})"
0.23879862136878385,"frozenset({'x', 't', 'c', 'w', 'n'})"
0.23879862136878385,"frozenset({'x', 't', 'c', 'p', 'n'})"
0.23879862136878385,"frozenset({'x', 'f', 't', 'c', 'n'})"
0.2326440177252585,"frozenset({'x', 't', 'c', 's', 'n'})"
0.22845888724766125,"frozenset({'x', 't', 'c', 'o', 'n'})"
0.22304283604135894,"frozenset({'x', 'b', 't', 'c', 'n'})"
0.23879862136878385,"frozenset({'x', 't', 'c', 'p', 'w', 'n'})"
0.23879862136878385,"frozenset({'x', 'f', 't', 'c', 'p', 'n'})"
0.23879862136878385,"frozenset({'x', 'f', 't', 'c', 'w', 'n'})"
0.23879862136878385,"frozenset({'x', 'f', 't', 'c', 'p', 'w', 'n'})"
0.2326440177252585,"frozenset({'x', 'f', 't', 'c', 's', 'n'})"
0.2326440177252585,"frozenset({'x', 't', 'c', 's', 'p', 'n'})"
0.2326440177252585,"frozenset({'x', 't', 'c', 's', 'w', 'n'})"
0.2326440177252585,"frozenset({'x', 'f', 't', 'c', 's', 'p', 'n'})"
0.2326440177252585,"frozenset({'x', 'f', 't', 'c', 's', 'w', 'n'})"
0.2326440177252585,"frozenset({'x', 't', 'c', 's', 'p', 'w', 'n'})"
0.2326440177252585,"frozenset({'x', 'f', 't', 'c', 's', 'p', 'w', 'n'})"
0.22845888724766125,"frozenset({'x', 'f', 't', 'c', 'o', 'n'})"
0.22845888724766125,"frozenset({'x', 't', 'c', 'p', 'o', 'n'})"
0.22845888724766125,"frozenset({'x', 't', 'c', 'o', 'w', 'n'})"
0.2225504677498769,"frozenset({'x', 't', 'c', 's', 'o', 'n'})"
0.22845888724766125,"frozenset({'x', 'f', 't', 'c', 'p', 'o', 'n'})"
0.22845888724766125,"frozenset({'x', 'f', 't', 'c', 'w', 'o', 'n'})"
0.2225504677498769,"frozenset({'x', 'f', 't', 'c', 's', 'o', 'n'})"
0.22845888724766125,"frozenset({'x', 't', 'c', 'p', 'w', 'o', 'n'})"
0.2225504677498769,"frozenset({'x', 't', 'c', 's', 'p', 'o', 'n'})"
0.2225504677498769,"frozenset({'x', 't', 'c', 's', 'w', 'o', 'n'})"
0.22845888724766125,"frozenset({'x', 'f', 't', 'c', 'p', 'w', 'o', 'n'})"
0.2225504677498769,"frozenset({'x', 'f', 't', 'c', 's', 'p', 'o', 'n'})"
0.2225504677498769,"frozenset({'x', 'f', 't', 'c', 's', 'w', 'o', 'n'})"
0.2225504677498769,"frozenset({'x', 't', 'c', 's', 'p', 'w', 'o', 'n'})"
0.2225504677498769,"frozenset({'x', 'f', 't', 'c', 's', 'p', 'w', 'o', 'n'})"
0.22304283604135894,"frozenset({'x', 'f', 'b', 't', 'c', 'n'})"
0.22304283604135894,"frozenset({'x', 'b', 't', 'c', 'p', 'n'})"
0.22304283604135894,"frozenset({'x', 'b', 't', 'c', 'w', 'n'})"
0.21688823239783359,"frozenset({'x', 'b', 't', 'c', 's', 'n'})"
0.21270310192023634,"frozenset({'x', 'b', 't', 'c', 'o', 'n'})"
0.22304283604135894,"frozenset({'x', 'f', 'b', 't', 'c', 'p', 'n'})"
0.22304283604135894,"frozenset({'x', 'b', 't', 'c', 'p', 'w', 'n'})"
0.22304283604135894,"frozenset({'x', 'f', 'b', 't', 'c', 'w', 'n'})"
0.22304283604135894,"frozenset({'x', 'f', 'b', 't', 'c', 'p', 'w', 'n'})"
0.21688823239783359,"frozenset({'x', 'b', 't', 'c', 's', 'w', 'n'})"
0.21688823239783359,"frozenset({'x', 'b', 't', 'c', 's', 'p', 'n'})"
0.21688823239783359,"frozenset({'x', 'f', 'b', 't', 'c', 's', 'n'})"
0.21688823239783359,"frozenset({'x', 'b', 't', 'c', 's', 'p', 'w', 'n'})"
0.21688823239783359,"frozenset({'x', 'f', 'b', 't', 'c', 's', 'w', 'n'})"
0.21688823239783359,"frozenset({'x', 'f', 'b', 't', 'c', 's', 'p', 'n'})"
0.21688823239783359,"frozenset({'x', 'f', 'b', 't', 'c', 's', 'p', 'w', 'n'})"
0.21270310192023634,"frozenset({'x', 'b', 't', 'c', 'w', 'o', 'n'})"
0.21270310192023634,"frozenset({'x', 'b', 't', 'c', 'p', 'o', 'n'})"
0.21270310192023634,"frozenset({'x', 'f', 'b', 't', 'c', 'o', 'n'})"
0.206794682422452,"frozenset({'x', 'b', 't', 'c', 's', 'o', 'n'})"
0.21270310192023634,"frozenset({'x', 'b', 't', 'c', 'p', 'w', 'o', 'n'})"
0.21270310192023634,"frozenset({'x', 'f', 'b', 't', 'c', 'w', 'o', 'n'})"
0.206794682422452,"frozenset({'x', 'b', 't', 'c', 's', 'w', 'o', 'n'})"
0.21270310192023634,"frozenset({'x', 'f', 'b', 't', 'c', 'p', 'o', 'n'})"
0.206794682422452,"frozenset({'x', 'b', 't', 'c', 's', 'p', 'o', 'n'})"
0.206794682422452,"frozenset({'x', 'f', 'b', 't', 'c', 's', 'o', 'n'})"
0.21270310192023634,"frozenset({'x', 'f', 'b', 't', 'c', 'p', 'w', 'o', 'n'})"
0.206794682422452,"frozenset({'x', 'b', 't', 'c', 's', 'p', 'w', 'o', 'n'})"
0.206794682422452,"frozenset({'x', 'f', 'b', 't', 'c', 's', 'w', 'o', 'n'})"
0.206794682422452,"frozenset({'x', 'f', 'b', 't', 'c', 's', 'p', 'o', 'n'})"
0.206794682422452,"frozenset({'x', 'f', 'b', 't', 'c', 's', 'p', 'w', 'o', 'n'})"
0.24864598719842443,"frozenset({'x', 'b', 't', 'c', 'w'})"
0.24864598719842443,"frozenset({'x', 'b', 't', 'c', 'p'})"
0.24864598719842443,"frozenset({'x', 'f', 'b', 't', 'c'})"
0.24249138355489908,"frozenset({'x', 'b', 't', 'c', 's'})"
0.23830625307730183,"frozenset({'x', 'b', 't', 'c', 'o'})"
0.24864598719842443,"frozenset({'x', 'b', 't', 'c', 'p', 'w'})"
0.24864598719842443,"frozenset({'x', 'f', 'b', 't', 'c', 'p'})"
0.24864598719842443,"frozenset({'x', 'f', 'b', 't', 'c', 'w'})"
0.24864598719842443,"frozenset({'x', 'f', 'b', 't', 'c', 'p', 'w'})"
0.24249138355489908,"frozenset({'x', 'f', 'b', 't', 'c', 's'})"
0.24249138355489908,"frozenset({'x', 'b', 't', 'c', 's', 'p'})"
0.24249138355489908,"frozenset({'x', 'b', 't', 'c', 's', 'w'})"
0.24249138355489908,"frozenset({'x', 'f', 'b', 't', 'c', 's', 'p'})"
0.24249138355489908,"frozenset({'x', 'f', 'b', 't', 'c', 's', 'w'})"
0.24249138355489908,"frozenset({'x', 'b', 't', 'c', 's', 'p', 'w'})"
0.24249138355489908,"frozenset({'x', 'f', 'b', 't', 'c', 's', 'p', 'w'})"
0.23830625307730183,"frozenset({'x', 'f', 'b', 't', 'c', 'o'})"
0.23830625307730183,"frozenset({'x', 'b', 't', 'c', 'p', 'o'})"
0.23830625307730183,"frozenset({'x', 'b', 't', 'c', 'o', 'w'})"
0.2323978335795175,"frozenset({'x', 'b', 't', 'c', 's', 'o'})"
0.23830625307730183,"frozenset({'x', 'f', 'b', 't', 'c', 'p', 'o'})"
0.23830625307730183,"frozenset({'x', 'f', 'b', 't', 'c', 'w', 'o'})"
0.2323978335795175,"frozenset({'x', 'f', 'b', 't', 'c', 's', 'o'})"
0.23830625307730183,"frozenset({'x', 'b', 't', 'c', 'p', 'w', 'o'})"
0.2323978335795175,"frozenset({'x', 'b', 't', 'c', 's', 'p', 'o'})"
0.2323978335795175,"frozenset({'x', 'b', 't', 'c', 's', 'w', 'o'})"
0.23830625307730183,"frozenset({'x', 'f', 'b', 't', 'c', 'p', 'w', 'o'})"
0.2323978335795175,"frozenset({'x', 'f', 'b', 't', 'c', 's', 'p', 'o'})"
0.2323978335795175,"frozenset({'x', 'f', 'b', 't', 'c', 's', 'w', 'o'})"
0.2323978335795175,"frozenset({'x', 'b', 't', 'c', 's', 'p', 'w', 'o'})"
0.2323978335795175,"frozenset({'x', 'f', 'b', 't', 'c', 's', 'p', 'w', 'o'})"
0.23485967503692762,"frozenset({'e', 't', 'f', 'x'})"
0.23485967503692762,"frozenset({'e', 't', 'x', 'p'})"
0.23485967503692762,"frozenset({'e', 't', 'w', 'x'})"
0.22698178237321517,"frozenset({'e', 't', 'x', 'n'})"
0.22501230920728704,"frozenset({'x', 'e', 't', 's'})"
0.21270310192023634,"frozenset({'e', 't', 'o', 'x'})"
0.1757754800590842,"frozenset({'x', 'e', 't', 'c'})"
0.2191038897095027,"frozenset({'e', 't', 'b', 'x'})"
0.23485967503692762,"frozenset({'x', 'e', 'f', 't', 'p'})"
0.23485967503692762,"frozenset({'x', 'e', 't', 'p', 'w'})"
0.23485967503692762,"frozenset({'x', 'e', 'f', 't', 'w'})"
0.23485967503692762,"frozenset({'x', 'e', 'f', 't', 'p', 'w'})"
0.22698178237321517,"frozenset({'x', 'e', 't', 'w', 'n'})"
0.22698178237321517,"frozenset({'x', 'e', 't', 'p', 'n'})"
0.22698178237321517,"frozenset({'x', 'e', 'f', 't', 'n'})"
0.22698178237321517,"frozenset({'x', 'e', 't', 'p', 'w', 'n'})"
0.22698178237321517,"frozenset({'x', 'e', 'f', 't', 'w', 'n'})"
0.22698178237321517,"frozenset({'x', 'e', 'f', 't', 'p', 'n'})"
0.22698178237321517,"frozenset({'x', 'e', 'f', 't', 'p', 'w', 'n'})"
0.22501230920728704,"frozenset({'x', 'e', 't', 's', 'w'})"
0.22501230920728704,"frozenset({'x', 'e', 't', 's', 'p'})"
0.22501230920728704,"frozenset({'x', 'e', 'f', 't', 's'})"
0.2171344165435746,"frozenset({'x', 'e', 't', 's', 'n'})"
0.22501230920728704,"frozenset({'x', 'e', 't', 's', 'p', 'w'})"
0.22501230920728704,"frozenset({'x', 'e', 'f', 't', 's', 'w'})"
0.2171344165435746,"frozenset({'x', 'e', 't', 's', 'w', 'n'})"
0.22501230920728704,"frozenset({'x', 'e', 'f', 't', 's', 'p'})"
0.2171344165435746,"frozenset({'x', 'e', 't', 's', 'p', 'n'})"
0.2171344165435746,"frozenset({'x', 'e', 'f', 't', 's', 'n'})"
0.22501230920728704,"frozenset({'x', 'e', 'f', 't', 's', 'p', 'w'})"
0.2171344165435746,"frozenset({'x', 'e', 't', 's', 'p', 'w', 'n'})"
0.2171344165435746,"frozenset({'x', 'e', 'f', 't', 's', 'w', 'n'})"
0.2171344165435746,"frozenset({'x', 'e', 'f', 't', 's', 'p', 'n'})"
0.2171344165435746,"frozenset({'x', 'e', 'f', 't', 's', 'p', 'w', 'n'})"
0.21270310192023634,"frozenset({'x', 'e', 't', 'o', 'w'})"
0.21270310192023634,"frozenset({'x', 'e', 't', 'p', 'o'})"
0.21270310192023634,"frozenset({'x', 'e', 'f', 't', 'o'})"
0.2048252092565239,"frozenset({'x', 'e', 't', 'o', 'n'})"
0.2038404726735598,"frozenset({'x', 'e', 't', 's', 'o'})"
0.19694731659281142,"frozenset({'x', 'e', 'b', 't', 'o'})"
0.21270310192023634,"frozenset({'x', 'e', 't', 'o', 'p', 'w'})"
0.21270310192023634,"frozenset({'x', 'e', 'f', 't', 'p', 'o'})"
0.21270310192023634,"frozenset({'x', 'e', 'f', 't', 'o', 'w'})"
0.21270310192023634,"frozenset({'x', 'e', 'f', 't', 'p', 'w', 'o'})"
0.2048252092565239,"frozenset({'x', 'e', 'f', 't', 'o', 'n'})"
0.2048252092565239,"frozenset({'x', 'e', 't', 'p', 'o', 'n'})"
0.2048252092565239,"frozenset({'x', 'e', 't', 'o', 'w', 'n'})"
0.2048252092565239,"frozenset({'x', 'e', 'f', 't', 'p', 'o', 'n'})"
0.2048252092565239,"frozenset({'x', 'e', 'f', 't', 'w', 'o', 'n'})"
0.2048252092565239,"frozenset({'x', 'e', 't', 'p', 'w', 'o', 'n'})"
0.2048252092565239,"frozenset({'x', 'e', 'f', 't', 'p', 'w', 'o', 'n'})"
0.2038404726735598,"frozenset({'x', 'e', 'f', 't', 's', 'o'})"
0.2038404726735598,"frozenset({'x', 'e', 't', 's', 'p', 'o'})"
0.2038404726735598,"frozenset({'x', 'e', 't', 'o', 's', 'w'})"
0.19596258000984737,"frozenset({'x', 'e', 't', 's', 'o', 'n'})"
0.2038404726735598,"frozenset({'x', 'e', 'f', 't', 's', 'p', 'o'})"
0.2038404726735598,"frozenset({'x', 'e', 'f', 't', 's', 'w', 'o'})"
0.19596258000984737,"frozenset({'x', 'e', 'f', 't', 's', 'o', 'n'})"
0.2038404726735598,"frozenset({'x', 'e', 't', 's', 'p', 'w', 'o'})"
0.19596258000984737,"frozenset({'x', 'e', 't', 's', 'p', 'o', 'n'})"
0.19596258000984737,"frozenset({'x', 'e', 't', 's', 'w', 'o', 'n'})"
0.2038404726735598,"frozenset({'x', 'e', 'f', 't', 's', 'p', 'w', 'o'})"
0.19596258000984737,"frozenset({'x', 'e', 'f', 't', 's', 'p', 'o', 'n'})"
0.19596258000984737,"frozenset({'x', 'e', 'f', 't', 's', 'w', 'o', 'n'})"
